  31    24.0 3     15.8    -210.0      59.0      55.0     1500  5.00  0.0  0   0.063   i                      BD1500.dat 
  32    25.0 3     10.0     100.0      77.0     -58.0     1500  5.00  0.0  0   0.100   i                      BD1500.dat 
  33    23.0 3     50.0   -2457.5    1720.7      55.0     1000  5.00  0.0  1   0.020   i                      BD1000.dat 
  34    23.0 3     50.0   -1690.5   -3625.2      55.0     1000  5.00  0.0  1   0.020   i                      BD1000.dat 
  35    23.0 3     50.0     174.3    1992.4     -55.0     1000  5.00  0.0  0   0.020   i                      BD1000.dat 
  36    23.0 3     50.0     965.0    -258.8      55.0     1000  5.00  0.0  0   0.020   i                      BD1000.dat 
  37    23.0 3     50.0     469.8     171.0     -55.0     1000  5.00  0.0  0   0.020   i                      BD1000.dat 
  38    22.0 0     50.0      52.1    -295.4      38.0    35000  9.00  0.0  0   0.020   u     bergeron_35000_90.dat_39000 
  39    23.0 0     50.0    -300.0      -0.0      39.0    35000  9.00  0.0  0   0.020   u     bergeron_35000_90.dat_39000 
  40    24.0 0     50.0      52.1     295.4      40.0    35000  9.00  0.0  0   0.020   u     bergeron_35000_90.dat_39000 
  41    25.0 0     50.0     -97.7     283.7      41.0    35000  9.00  0.0  0   0.020   u     bergeron_35000_90.dat_39000 
  42    26.0 0     50.0      97.7    -283.7      42.0    35000  9.00  0.0  0   0.020   u     bergeron_35000_90.dat_39000 
  43    23.3 4    100.0     150.0    -250.0       7.0      325  4.35  0.0  0   0.010   z                       BD325.dat 
  44    24.3 4    100.0     225.0     132.0     -45.0      325  4.35  0.0  0   0.010   z                       BD325.dat 
  45    25.3 4    100.0     -98.0      75.0     -13.0      325  4.35  0.0  0   0.010   z                       BD325.dat 
  46    24.3 4     50.0    -176.9     233.1      28.0     1000  5.00  0.0  0   0.020   z                      BD1000.dat 
  47    24.3 4      0.1       0.0       0.0      29.0     1000  5.00  0.0  0  10.000   z                      BD1000.dat 
  48    25.3 4     30.0     122.9     178.1       8.0     1000  5.00  0.0  0   0.033   z                      BD1000.dat 
  49    25.3 4      0.1       0.0       0.0       9.0     1000  5.00  0.0  0  10.000   z                      BD1000.dat 
  50    21.2 3      9.0     140.0    -242.5    -123.0     1800  5.00  0.0  2   0.111   i                      BD1800.dat 
  51    21.4 3     17.5    1405.0     -51.0    -200.0     1800  5.00  0.0  2   0.057   i                      BD1800.dat 
  52    23.4 3     17.5      51.0    1405.0    -200.0     1000  5.00  0.0  2   0.057   i                      BD1000.dat 
  53    23.0 1     50.0    1147.2    1638.3       0.0     3800  5.00  0.0  1   0.020   g                    m0.0Full.dat 
  54    19.4 4     30.1     273.1      38.4       0.0     1500  5.00  0.0  0   0.033   z                      BD1500.dat 
  55    18.7 4     64.1     628.3      88.3       0.0     1800  5.00  0.0  0   0.016   z                      BD1800.dat 
  56    19.5 4     46.7     742.2     -25.9       0.0     1000  5.00  0.0  0   0.021   z                      BD1000.dat 
  57    18.0 4     34.9     155.4     -16.3       0.0     1800  5.00  0.0  0   0.029   z                      BD1800.dat 
  58    19.3 4     72.7    -472.5    -135.5       0.0     1000  5.00  0.0  0   0.014   z                      BD1000.dat 
  59    19.0 4     16.1      22.4    -105.2       0.0     1800  5.00  0.0  0   0.062   z                      BD1800.dat 
  60    18.6 4     63.6     296.2     -57.6       0.0     1500  5.00  0.0  0   0.016   z                      BD1500.dat 
  61    18.1 4     26.2    -145.8     -20.5       0.0     1000  5.00  0.0  0   0.038   z                      BD1000.dat 
  62    23.7 4     10.0     -43.1      -0.1       0.0     1000  5.00  0.0  0   0.100   z                      BD1000.dat 
  63    24.4 4     10.0     -95.8       8.4       0.0     1000  5.00  0.0  0   0.100   z                      BD1000.dat 
  64    20.3 4     37.5     543.8    -440.4    -195.0     1800  5.00 -1.0  2   0.027   z                      BD1800.dat 
  65    24.0 1     20.0     127.0      48.0       0.0     3500  5.00  0.0  0   0.050   g                    m3.0Full.dat 
  66    23.0 4     50.0    -175.1     198.0       0.0      555  4.83  0.0  1   0.020   z                       BD555.dat 
  67    24.0 4     50.0     175.1    -198.0       0.0      555  4.83  0.0  1   0.020   z                       BD555.dat 
  68    25.0 4     50.0    -175.1    -198.0       0.0      555  4.83  0.0  1   0.020   z                       BD555.dat 
  69    22.0 0     40.0     159.4   -1993.6       0.0    35000  9.00  0.0  0   0.025   u     bergeron_35000_90.dat_39000 
  70    23.0 0     40.0    1763.7    -943.0       0.0    35000  9.00  0.0  0   0.025   u     bergeron_35000_90.dat_39000 
  71    24.0 0     40.0     959.6    1754.7       0.0    35000  9.00  0.0  0   0.025   u     bergeron_35000_90.dat_39000 
  72    25.0 0     40.0    1956.4    -415.4       0.0    35000  9.00  0.0  0   0.025   u     bergeron_35000_90.dat_39000 
  73    26.0 0     40.0   -1664.5    1108.7       0.0    35000  9.00  0.0  0   0.025   u     bergeron_35000_90.dat_39000 
  74    22.0 4     10.0     176.7     242.4       0.0     2000  5.00  0.0  0   0.100   z                      BD2000.dat 
  75    23.0 4     10.0     270.7    -129.4       0.0     2000  5.00  0.0  0   0.100   z                      BD2000.dat 
  76    24.0 4     10.0     -14.9     299.6       0.0     2000  5.00  0.0  0   0.100   z                      BD2000.dat 
  77    25.0 4     10.0    -108.5     279.7       0.0     2000  5.00  0.0  0   0.100   z                      BD2000.dat 
  78    23.0 4    255.3     560.5    -723.1       0.0      325  4.35  0.0  2   0.004   z                       BD325.dat 
  79    23.0 4    255.3    1023.1    1560.5       0.0      325  4.35  0.0  2   0.004   z                       BD325.dat 
  80    20.0 1     50.0      35.6    1999.7       0.0     3800  5.00  0.0  1   0.020   g                    m0.0Full.dat 
  81    25.0 1     50.0    1528.7    1289.7       0.0     3800  5.00  0.0  1   0.020   g                    m0.0Full.dat 
  82    20.0 3    100.0    2110.0    -545.0     -29.0     1500  5.00  0.0  0   0.010   i                      BD1500.dat 
  83    21.0 3     63.0    1500.0     200.0     -20.0     1500  5.00  0.0  0   0.016   i                      BD1500.dat 
  84    22.0 3     40.0   -1200.0    -125.0     -10.0     1500  5.00  0.0  0   0.025   i                      BD1500.dat 
  85    23.0 3     25.1     400.0    -100.0     -55.0     1500  5.00  0.0  0   0.040   i                      BD1500.dat 
  86    24.0 3     15.8    -210.0      59.0      55.0     1500  5.00  0.0  0   0.063   i                      BD1500.dat 
  87    25.0 3     10.0     100.0      77.0     -58.0     1500  5.00  0.0  0   0.100   i                      BD1500.dat 
  88    21.0 1     50.0    -200.0     200.0       0.0     9999  5.00  0.0  0   0.020   g                    PNastrom.dat 
  89    21.0 1     50.0     200.0     200.0       0.0     9999  5.00  0.0  0   0.020   g                    PNastrom.dat 
  90    21.0 1     50.0    -200.0    -200.0       0.0     9999  5.00  0.0  0   0.020   g                    PNastrom.dat 
  91    22.0 2    100.0    -150.0     150.0       0.0     1500  5.00  0.0  0   0.010   r                     BD1500e.dat 
  92    23.0 2    100.0    -150.0    -150.0       0.0     1500  5.00  0.0  0   0.010   i                     BD1500e.dat 
  93    23.0 2    100.0     150.0    -150.0       0.0     1500  5.00  0.0  0   0.010   i                     BD1500e.dat 
  94    23.3 4    100.0     150.0    -250.0       7.0      325  4.35  0.0  0   0.010   z                       BD325.dat 
  95    24.3 4    100.0     225.0     132.0     -45.0      325  4.35  0.0  0   0.010   z                       BD325.dat 
  96    25.3 4    100.0     -98.0      75.0     -13.0      325  4.35  0.0  0   0.010   z                       BD325.dat 
  97    27.0 2      2.0      20.0      10.0     -32.0     2000  5.00  0.0  0   0.500   r                      BD2000.dat 
  98    20.0 1     50.0    1284.9    1120.9     245.5     3800  5.00  0.0  1   0.020   g                    m0.0Full.dat 
  99    25.0 1     50.0    -845.2    1812.6     111.0     3800  5.00  0.0  1   0.020   g                    m0.0Full.dat 
 100    23.0 1     50.0    1147.2   -1638.3       0.0     3800  5.00  0.0  1   0.020   g                    m0.0Full.dat 
 101    17.5 3     50.0     186.4     378.7      20.0     2500  5.00  0.0  0   0.020   i                    m7.0Full.dat 
