id,filename,fieldid,ra,dec,gizisid,appmag,filtid,parallax,mura,mudec,vrad,teff,logg,feh,d,filtstr,sed,fluxnorm,magnorm,umag,gmag,rmag,imag,zmag,ymag,gal_l,gal_b,ebv
14,easter.2293.13.txt,2293,320.802321,-7.625814,18,23.3,4,0.1,0.0,0.0,27.0,1000,5.00,0.0,10.000,z,BD1000.dat,5.72793758983e-20,29.7022716645,30.994508194,29.4860953039,28.950161567,26.8051166832,23.3,21.7831308414,300.644992804,-40.0631562916,0.0
15,easter.2293.13.txt,2293,320.820986,-7.625812,76,24.0,4,10.0,-14.9,299.6,0.0,2000,5.00,0.0,0.100,z,BD2000.dat,2.13592509692e-20,30.7733023112,32.804877748,30.7842735718,27.3769911381,25.3479033611,24.0,23.1785128815,300.333473041,-40.0227027857,0.0
16,easter.2293.13.txt,2293,320.839651,-7.625809,40,24.0,0,50.0,52.1,295.4,40.0,35000,9.00,0.0,0.020,u,bergeron_35000_90.dat_39000,7.01567844835e-18,24.4820931688,24.0,24.4083148491,24.8877066386,25.2648049465,25.5557685339,25.7852852458,300.023349438,-39.9771469388,0.0
17,easter.2293.13.txt,2293,320.858316,-7.625806,59,19.0,4,16.1,22.4,-105.2,0.0,1800,5.00,0.0,0.062,z,BD1800.dat,2.99550529772e-18,25.4060921279,27.8017424385,25.4092857654,21.9785211738,20.379935871,19.0,18.2899785456,299.714799261,-39.9264581627,0.0
18,easter.2293.13.txt,2293,320.876981,-7.625801,63,24.4,4,10.0,-95.8,8.4,0.0,1000,5.00,0.0,0.100,z,BD1000.dat,2.07968843796e-20,30.8022716645,32.094508194,30.5860953039,30.050161567,27.9051166832,24.4,22.8831308414,299.407949831,-39.8707765021,0.0
19,easter.2293.13.txt,2293,320.895646,-7.625796,17,19.0,4,200.0,39.9,-30.1,26.0,1000,5.00,0.0,0.005,z,BD1000.dat,3.00606437899e-18,25.4022716645,26.694508194,25.1860953039,24.650161567,22.5051166832,19.0,17.4831308414,299.102992228,-39.8100211862,0.0
20,easter.2293.13.txt,2293,320.914311,-7.625790,43,23.3,4,100.0,150.0,-250.0,7.0,325,4.35,0.0,0.010,z,BD325.dat,3.86803203245e-21,32.628542203,31.2778178684,32.1940214046,27.7787155642,25.7526525049,23.3,20.9886937539,298.800064084,-39.7442814426,0.0
21,easter.2293.13.txt,2293,320.932976,-7.625783,7,22.0,3,53.4,-406.0,-331.1,18.7,1500,5.00,0.0,0.019,i,BD1500.dat,1.29029263631e-18,26.320546811,29.2079490236,26.597672427,23.6227394485,22.0,20.4473859602,19.7434201237,298.499316974,-39.6735931819,0.0
22,easter.2293.13.txt,2293,320.951641,-7.625775,77,25.0,4,10.0,-108.5,279.7,0.0,2000,5.00,0.0,0.100,z,BD2000.dat,8.5032709685e-21,31.7733023112,33.804877748,31.7842735718,28.3769911381,26.3479033611,25.0,24.1785128815,298.200899748,-39.5979948283,0.0
23,easter.2293.13.txt,2293,320.783655,-7.607315,20,27.0,2,2.0,20.0,10.0,-32.0,2000,5.00,0.0,0.500,r,BD2000.dat,3.02261249939e-20,30.3963111731,32.4278866098,30.4072824336,27.0,24.970912223,23.6230088619,22.8015217434,300.766974827,-41.1485212885,0.0
24,easter.2293.13.txt,2293,320.802319,-7.607314,64,20.3,4,37.5,543.8,-440.4,-195.0,1800,5.00,-1.0,0.027,z,BD1800.dat,9.04628137733e-19,26.7060921279,29.1017424385,26.7092857654,23.2785211738,21.679935871,20.3,19.5899785456,300.424160592,-41.1097784097,0.0
25,easter.2293.13.txt,2293,320.820984,-7.607312,88,21.0,1,50.0,-200.0,200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,300.082745161,-41.06541182,0.0
26,easter.2293.13.txt,2293,320.839648,-7.607309,74,22.0,4,10.0,176.7,242.4,0.0,2000,5.00,0.0,0.100,z,BD2000.dat,1.34767762716e-19,28.7733023112,30.804877748,28.7842735718,25.3769911381,23.3479033611,22.0,21.1785128815,299.7429516,-41.0154524437,0.0
27,easter.2293.13.txt,2293,320.858312,-7.607306,28,21.0,3,63.0,1500.0,200.0,-20.0,1500,5.00,0.0,0.016,i,BD1500.dat,3.24106856582e-18,25.320546811,28.2079490236,25.597672427,22.6227394485,21.0,19.4473859602,18.7434201237,299.404962759,-40.9598715399,0.0
28,easter.2293.13.txt,2293,320.876976,-7.607301,69,22.0,0,40.0,159.4,-1993.6,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,4.4265938435e-17,22.4820931688,22.0,22.4083148491,22.8877066386,23.2648049465,23.5557685339,23.7852852458,299.068927837,-40.8988135263,0.0
29,easter.2293.13.txt,2293,320.895641,-7.607296,91,22.0,2,100.0,-150.0,150.0,0.0,1500,5.00,0.0,0.010,r,BD1000e.dat,1.41061911558e-17,23.723742946,25.0062184275,23.2558914792,22.0,20.8255525493,17.3214706933,15.8046014754,298.73504344,-40.8321988612,0.0
30,easter.2293.13.txt,2293,320.914305,-7.607290,49,25.3,4,0.1,0.0,0.0,9.0,1000,5.00,0.0,10.000,z,BD1000.dat,9.07816929297e-21,31.7022716645,32.994508194,31.4860953039,30.950161567,28.8051166832,25.3,23.7831308414,298.403504102,-40.7601291546,0.0
31,easter.2293.13.txt,2293,320.932969,-7.607283,94,23.3,4,100.0,150.0,-250.0,7.0,325,4.35,0.0,0.010,z,BD325.dat,3.86803203245e-21,32.628542203,31.2778178684,32.1940214046,27.7787155642,25.7526525049,23.3,20.9886937539,298.074464422,-40.6826425203,0.0
32,easter.2293.13.txt,2293,320.951633,-7.607275,60,18.6,4,63.6,296.2,-57.6,0.0,1500,5.00,0.0,0.016,z,BD1500.dat,7.07363429023e-18,24.4731608508,27.3605630634,24.7502864668,21.7753534883,20.1526140398,18.6,17.8960341635,297.74809351,-40.5997833869,0.0
33,easter.2293.13.txt,2293,320.970297,-7.607267,32,25.0,3,10.0,100.0,77.0,-58.0,1500,5.00,0.0,0.100,i,BD1500.dat,8.14119615408e-20,29.320546811,32.2079490236,29.597672427,26.6227394485,25.0,23.4473859602,22.7434201237,297.424583212,-40.5115453146,0.0
34,easter.2293.13.txt,2293,320.783654,-7.588815,70,23.0,0,40.0,1763.7,-943.0,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,1.76225875023e-17,23.4820931688,23.0,23.4083148491,23.8877066386,24.2648049465,24.5557685339,24.7852852458,300.569996823,-42.1982329882,0.0
35,easter.2293.13.txt,2293,320.802318,-7.588814,2,25.0,1,50.0,845.2,1812.6,111.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-18,24.9235945591,27.1536599427,25.0,23.7983523851,23.1977515829,22.90999052,22.7603044418,300.196160049,-42.1559634466,0.0
36,easter.2293.13.txt,2293,320.820981,-7.588812,23,22.0,2,100.0,150.0,150.0,0.0,1500,5.00,0.0,0.010,r,BD1000e.dat,1.41061911558e-17,23.723742946,25.0062184275,23.2558914792,22.0,20.8255525493,17.3214706933,15.8046014754,299.823964556,-42.1075634361,0.0
37,easter.2293.13.txt,2293,320.839645,-7.588809,81,25.0,1,50.0,1528.7,1289.7,0.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-18,24.9235945591,27.1536599427,25.0,23.7983523851,23.1977515829,22.90999052,22.7603044418,299.453583386,-42.0530579704,0.0
38,easter.2293.13.txt,2293,320.858308,-7.588806,19,19.0,4,0.1,0.0,0.0,28.0,1000,5.00,0.0,10.000,z,BD1000.dat,3.00606437899e-18,25.4022716645,26.694508194,25.1860953039,24.650161567,22.5051166832,19.0,17.4831308414,299.085283791,-41.9924309804,0.0
39,easter.2293.13.txt,2293,320.876971,-7.588801,35,23.0,3,50.0,174.3,1992.4,-55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,298.719219187,-41.9258290322,0.0
40,easter.2293.13.txt,2293,320.895635,-7.588796,11,19.0,2,50.0,70.7,-70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,5.69340601903e-16,19.7088369675,21.3038137514,19.8855182988,19.0,18.5771247892,18.3767567354,18.3128097265,298.355610183,-41.8531778047,0.0
41,easter.2293.13.txt,2293,320.914298,-7.588790,85,23.0,3,25.1,400.0,-100.0,-55.0,1500,5.00,0.0,0.040,i,BD1500.dat,5.13674750627e-19,27.320546811,30.2079490236,27.597672427,24.6227394485,23.0,21.4473859602,20.7434201237,297.994677622,-41.7745853961,0.0
42,easter.2293.13.txt,2293,320.932962,-7.588783,57,18.0,4,34.9,155.4,-16.3,0.0,1800,5.00,0.0,0.029,z,BD1800.dat,7.52436911286e-18,24.4060921279,26.8017424385,24.4092857654,20.9785211738,19.379935871,18.0,17.2899785456,297.636578253,-41.6900912103,0.0
43,easter.2293.13.txt,2293,320.951625,-7.588775,95,24.3,4,100.0,225.0,132.0,-45.0,325,4.35,0.0,0.010,z,BD325.dat,1.53989128805e-21,33.628542203,32.2778178684,33.1940214046,28.7787155642,26.7526525049,24.3,21.9886937539,297.281541533,-41.5997554798,0.0
44,easter.2293.13.txt,2293,320.970288,-7.588767,38,22.0,0,50.0,52.1,-295.4,38.0,35000,9.00,0.0,0.020,u,bergeron_35000_90.dat_39000,4.4265938435e-17,22.4820931688,22.0,22.4083148491,22.8877066386,23.2648049465,23.5557685339,23.7852852458,296.929761938,-41.5035745781,0.0
45,easter.2293.13.txt,2293,320.783653,-7.570315,34,23.0,3,50.0,-1690.5,-3625.2,55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,300.366367285,-43.2475966159,0.0
46,easter.2293.13.txt,2293,320.802316,-7.570314,62,23.7,4,10.0,-43.1,-0.1,0.0,1000,5.00,0.0,0.100,z,BD1000.dat,3.96276462414e-20,30.1022716645,31.394508194,29.8860953039,29.350161567,27.2051166832,23.7,22.1831308414,299.960519988,-43.2016848746,0.0
47,easter.2293.13.txt,2293,320.820979,-7.570312,50,21.2,3,9.0,140.0,-242.5,-123.0,1800,5.00,0.0,0.111,i,BD1800.dat,1.40748715608e-18,26.2261562569,28.6218065674,26.2293498944,22.7985853028,21.2,19.820064129,19.1100426746,299.556521632,-43.1491123398,0.0
48,easter.2293.13.txt,2293,320.839641,-7.570309,15,23.0,2,50.0,70.7,-70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,1.43011893283e-17,23.7088369675,25.3038137514,23.8855182988,23.0,22.5771247892,22.3767567354,22.3128097265,299.154635899,-43.0899171487,0.0
49,easter.2293.13.txt,2293,320.858304,-7.570306,27,20.0,3,100.0,2110.0,-545.0,-29.0,1500,5.00,0.0,0.010,i,BD1500.dat,8.14119615408e-18,24.320546811,27.2079490236,24.597672427,21.6227394485,20.0,18.4473859602,17.7434201237,298.755076429,-43.0240761655,0.0
50,easter.2293.13.txt,2293,320.876967,-7.570301,33,23.0,3,50.0,-2457.5,1720.7,55.0,1000,5.00,0.0,0.020,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,298.358064751,-42.951747257,0.0
51,easter.2293.13.txt,2293,320.895629,-7.570296,55,18.7,4,64.1,628.3,88.3,0.0,1800,5.00,0.0,0.016,z,BD1800.dat,3.9488450441e-18,25.1060921279,27.5017424385,25.1092857654,21.6785211738,20.079935871,18.7,17.9899785456,297.963890025,-42.872870828,0.0
52,easter.2293.13.txt,2293,320.914292,-7.570290,99,25.0,1,50.0,-845.2,1812.6,111.0,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-18,24.9235945591,27.1536599427,25.0,23.7983523851,23.1977515829,22.90999052,22.7603044418,297.572717229,-42.7875452342,0.0
53,easter.2293.13.txt,2293,320.932954,-7.570283,4,23.0,3,106.9,270.3,-348.5,9.4,1800,5.00,0.0,0.009,i,BD1000.dat,1.9056579484e-18,25.8971549814,27.1893915109,25.6809786208,25.1450448839,23.0,19.4948833168,17.9780141582,297.184808567,-42.6958345747,0.0
54,easter.2293.13.txt,2293,320.951617,-7.570275,71,24.0,0,40.0,959.6,1754.7,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,7.01567844835e-18,24.4820931688,24.0,24.4083148491,24.8877066386,25.2648049465,25.5557685339,25.7852852458,296.800337448,-42.5977876203,0.0
55,easter.2293.13.txt,2293,320.970279,-7.570267,68,25.0,4,50.0,-175.1,-198.0,0.0,555,4.83,0.0,0.020,z,BD555.dat,8.45970757436e-22,34.2788789802,32.7391517949,33.5305673229,30.7008083172,28.3705730496,25.0,22.4095166638,296.419582402,-42.4934237227,0.0
56,easter.2293.13.txt,2293,320.783653,-7.551815,8,21.0,4,50.0,-380.1,-310.0,20.0,1000,5.00,0.0,0.020,z,BD1000.dat,4.76429097036e-19,27.4022716645,28.694508194,27.1860953039,26.650161567,24.5051166832,21.0,19.4831308414,300.155578468,-44.2965842328,0.0
57,easter.2293.13.txt,2293,320.802314,-7.551814,47,24.3,4,0.1,0.0,0.0,29.0,1000,5.00,0.0,10.000,z,BD1000.dat,2.280333027e-20,30.7022716645,31.994508194,30.4860953039,29.950161567,27.8051166832,24.3,22.7831308414,299.716667966,-44.2469065157,0.0
58,easter.2293.13.txt,2293,320.820976,-7.551812,30,23.0,3,25.1,400.0,-100.0,-55.0,1500,5.00,0.0,0.040,i,BD1500.dat,5.13674750627e-19,27.320546811,30.2079490236,27.597672427,24.6227394485,23.0,21.4473859602,20.7434201237,299.27983689,-44.1900207958,0.0
59,easter.2293.13.txt,2293,320.839638,-7.551809,22,22.0,2,100.0,-150.0,150.0,0.0,1500,5.00,0.0,0.010,r,BD1500.dat,5.75153806187e-18,24.6978073625,27.5852095751,24.9749329785,22.0,20.3772605515,18.8246465117,18.1206806752,298.845383479,-44.1259694681,0.0
60,easter.2293.13.txt,2293,320.858300,-7.551806,86,24.0,3,15.8,-210.0,59.0,55.0,1500,5.00,0.0,0.063,i,BD1500.dat,2.04497601557e-19,28.320546811,31.2079490236,28.597672427,25.6227394485,24.0,22.4473859602,21.7434201237,298.413596639,-44.0547415621,0.0
61,easter.2293.13.txt,2293,320.876962,-7.551801,12,20.0,2,50.0,-70.7,70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,2.26658576105e-16,20.7088369675,22.3038137514,20.8855182988,20.0,19.5771247892,19.3767567354,19.3128097265,297.984705663,-43.9764981678,0.0
62,easter.2293.13.txt,2293,320.895623,-7.551796,97,27.0,2,2.0,20.0,10.0,-32.0,2000,5.00,0.0,0.500,r,BD2000.dat,3.02261249939e-20,30.3963111731,32.4278866098,30.4072824336,27.0,24.970912223,23.6230088619,22.8015217434,297.559032192,-43.8911870505,0.0
63,easter.2293.13.txt,2293,320.914285,-7.551790,39,23.0,0,50.0,-300.0,-0.0,39.0,35000,9.00,0.0,0.020,u,bergeron_35000_90.dat_39000,1.76225875023e-17,23.4820931688,23.0,23.4083148491,23.8877066386,24.2648049465,24.5557685339,24.7852852458,297.136765535,-43.7989132328,0.0
64,easter.2293.13.txt,2293,320.932947,-7.551783,58,19.3,4,72.7,-472.5,-135.5,0.0,1000,5.00,0.0,0.014,z,BD1000.dat,2.280333027e-18,25.7022716645,26.994508194,25.4860953039,24.950161567,22.8051166832,19.3,17.7831308414,296.718176033,-43.6997439544,0.0
65,easter.2293.13.txt,2293,320.951609,-7.551776,48,25.3,4,30.0,122.9,178.1,8.0,1000,5.00,0.0,0.033,z,BD1000.dat,9.07816929297e-21,31.7022716645,32.994508194,31.4860953039,30.950161567,28.8051166832,25.3,23.7831308414,296.303531821,-43.5936924758,0.0
66,easter.2293.13.txt,2293,320.970270,-7.551767,45,25.3,4,100.0,-98.0,75.0,-13.0,325,4.35,0.0,0.010,z,BD325.dat,6.13041763645e-22,34.628542203,33.2778178684,34.1940214046,29.7787155642,27.7526525049,25.3,22.9886937539,295.893035661,-43.4809441451,0.0
67,easter.2293.13.txt,2293,320.783652,-7.533315,75,23.0,4,10.0,270.7,-129.4,0.0,2000,5.00,0.0,0.100,z,BD2000.dat,5.36520126968e-20,29.7733023112,31.804877748,29.7842735718,26.3769911381,24.3479033611,23.0,22.1785128815,299.937147583,-45.3451727881,0.0
68,easter.2293.13.txt,2293,320.802313,-7.533314,13,21.0,2,50.0,-70.7,-70.7,50.0,3750,7.50,0.0,0.020,r,bergeron_3750_75.dat_3950,9.02344044148e-17,21.7088369675,23.3038137514,21.8855182988,21.0,20.5771247892,20.3767567354,20.3128097265,299.463974777,-45.2915882556,0.0
69,easter.2293.13.txt,2293,320.820974,-7.533312,21,21.0,1,50.0,200.0,-200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,298.993189119,-45.2302351211,0.0
70,easter.2293.13.txt,2293,320.839635,-7.533309,79,23.0,4,255.3,1023.1,1560.5,0.0,325,4.35,0.0,0.004,z,BD325.dat,5.09905929172e-21,32.328542203,30.9778178684,31.8940214046,27.4787155642,25.4526525049,23.0,20.6886937539,298.525101314,-45.1611591229,0.0
71,easter.2293.13.txt,2293,320.858296,-7.533306,1,20.0,1,50.0,1284.9,-1120.9,245.5,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-16,19.9235945591,22.1536599427,20.0,18.7983523851,18.1977515829,17.90999052,17.7603044418,298.060035875,-45.0843558322,0.0
72,easter.2293.13.txt,2293,320.876957,-7.533301,84,22.0,3,40.0,-1200.0,-125.0,-10.0,1500,5.00,0.0,0.025,i,BD1500.dat,1.29029263631e-18,26.320546811,29.2079490236,26.597672427,23.6227394485,22.0,20.4473859602,19.7434201237,297.598254517,-44.9999933592,0.0
73,easter.2293.13.txt,2293,320.895618,-7.533296,44,24.3,4,100.0,225.0,132.0,-45.0,325,4.35,0.0,0.010,z,BD325.dat,1.53989128805e-21,33.628542203,32.2778178684,33.1940214046,28.7787155642,26.7526525049,24.3,21.9886937539,297.140089985,-44.908022567,0.0
74,easter.2293.13.txt,2293,320.914279,-7.533290,89,21.0,1,50.0,200.0,200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,296.685807541,-44.808565923,0.0
75,easter.2293.13.txt,2293,320.932940,-7.533283,82,20.0,3,100.0,2110.0,-545.0,-29.0,1500,5.00,0.0,0.010,i,BD1500.dat,8.14119615408e-18,24.320546811,27.2079490236,24.597672427,21.6227394485,20.0,18.4473859602,17.7434201237,296.235684169,-44.7016951502,0.0
76,easter.2293.13.txt,2293,320.951601,-7.533276,66,23.0,4,50.0,-175.1,198.0,0.0,555,4.83,0.0,0.020,z,BD555.dat,5.3377146262e-21,32.2788789802,30.7391517949,31.5305673229,28.7008083172,26.3705730496,23.0,20.4095166638,295.790016934,-44.587433032,0.0
77,easter.2293.13.txt,2293,320.970261,-7.533267,29,22.0,3,40.0,-1200.0,-125.0,-10.0,1500,5.00,0.0,0.025,i,BD1500.dat,1.29029263631e-18,26.320546811,29.2079490236,26.597672427,23.6227394485,22.0,20.4473859602,19.7434201237,295.349034793,-44.465975046,0.0
78,easter.2293.13.txt,2293,320.802311,-7.514814,101,17.5,3,50.0,186.4,378.7,20.0,2500,5.00,0.0,0.020,i,m7.0Full.dat,1.27477534484e-16,21.3336832198,23.6140318246,21.2766136215,19.7482341182,17.5,16.443370126,15.7745175248,299.201829544,-46.3356955516,0.0
79,easter.2293.13.txt,2293,320.820971,-7.514812,98,20.0,1,50.0,1284.9,1120.9,245.5,3800,5.00,0.0,0.020,g,m0.0Full.dat,4.67163732377e-16,19.9235945591,22.1536599427,20.0,18.7983523851,18.1977515829,17.90999052,17.7603044418,298.695888964,-46.2697102584,0.0
80,easter.2293.13.txt,2293,320.839631,-7.514809,54,19.4,4,30.1,273.1,38.4,0.0,1500,5.00,0.0,0.033,z,BD1500.dat,3.38565423339e-18,25.2731608508,28.1605630634,25.5502864668,22.5753534883,20.9526140398,19.4,18.6960341635,298.193004631,-46.1954260282,0.0
81,easter.2293.13.txt,2293,320.858292,-7.514806,90,21.0,1,50.0,-200.0,-200.0,0.0,9999,5.00,0.0,0.020,g,PNastrom.dat,6.39511108614e-17,22.082647126,20.5953263087,21.0,21.4336021319,21.5399536588,21.6014976744,21.1320862964,297.69351382,-46.1128411629,0.0
82,easter.2293.13.txt,2293,320.876952,-7.514801,87,25.0,3,10.0,100.0,77.0,-58.0,1500,5.00,0.0,0.100,i,BD1500.dat,8.14119615408e-20,29.320546811,32.2079490236,29.597672427,26.6227394485,25.0,23.4473859602,22.7434201237,297.19776762,-46.0221405698,0.0
83,easter.2293.13.txt,2293,320.895612,-7.514796,52,23.4,3,17.5,51.0,1405.0,-200.0,1000,5.00,0.0,0.057,i,BD1000.dat,1.31839318868e-18,26.2971549814,27.5893915109,26.0809786208,25.5450448839,23.4,19.8948833168,18.3780141582,296.706109051,-45.923279761,0.0
84,easter.2293.13.txt,2293,320.914272,-7.514790,65,24.0,1,20.0,127.0,48.0,0.0,3500,5.00,0.0,0.050,g,m3.0Full.dat,1.08843741492e-17,24.0052587025,26.151297963,24.0,22.6610725741,21.447251235,20.892278584,20.6893594384,296.218836575,-45.8163905079,0.0
85,easter.2293.13.txt,2293,320.932932,-7.514783,56,19.5,4,46.7,742.2,-25.9,0.0,1000,5.00,0.0,0.021,z,BD1000.dat,1.8966983979e-18,25.9022716645,27.194508194,25.6860953039,25.150161567,23.0051166832,19.5,17.9831308414,295.73625932,-45.7015545047,0.0
86,easter.2293.13.txt,2293,320.951592,-7.514776,9,17.5,3,50.0,-186.4,-378.7,20.0,2500,5.00,0.0,0.020,i,m7.0Full.dat,1.27477534484e-16,21.3336832198,23.6140318246,21.2766136215,19.7482341182,17.5,16.443370126,15.7745175248,295.258705625,-45.5788052025,0.0
87,easter.2293.13.txt,2293,320.802309,-7.496314,73,26.0,0,40.0,-1664.5,1108.7,0.0,35000,9.00,0.0,0.025,u,bergeron_35000_90.dat_39000,1.11191010133e-18,26.4820931688,26.0,26.4083148491,26.8877066386,27.2648049465,27.5557685339,27.7852852458,298.929486878,-47.3791811939,0.0
88,easter.2293.13.txt,2293,320.820969,-7.496312,16,23.3,4,200.0,-39.9,30.1,25.0,1000,5.00,0.0,0.005,z,BD1000.dat,5.72793758983e-20,29.7022716645,30.994508194,29.4860953039,28.950161567,26.8051166832,23.3,21.7831308414,298.387077365,-47.3083822073,0.0
89,easter.2293.13.txt,2293,320.839628,-7.496309,92,23.0,2,100.0,-150.0,-150.0,0.0,1500,5.00,0.0,0.010,i,BD1000e.dat,1.90384147871e-18,25.8981903967,27.1806658781,25.4303389298,24.1744474507,23.0,19.495918144,17.9790489261,297.848155155,-47.228691725,0.0
